abn,name,category,entity_type,entity_status,sources,state,postcode,registration_date,age_years,gst_registered,gst_effective_from,is_current_entity,acn,main_trading_name,phone,email,business_url,found_at_url,updated_at
62000768776,Linde Material Handling,Service Provider,Australian Private Company,Active,NorthLink-FoodSvc,NSW,2148,1999-11-01 00:00:00,26,true,2000-07-01 00:00:00,true,000768776,LINDE MATERIAL HANDLING PTY LIMITED,"","",https://lindemh.com.au/,https://northlink.org.au/melbournes-north-food-group/service-provider-directory/,2026-02-19 00:08:12.690075
32090665277,ReWaste - Organics Recycling Service,Service Provider,Australian Private Company,Active,NorthLink-FoodSvc,NSW,2032,1999-11-01 00:00:00,26,true,2014-04-01 00:00:00,true,090665277,ENVIRO FRIENDLY ENTERPRISES PTY LTD,"","",https://www.rewaste.com.au/,https://northlink.org.au/melbournes-north-food-group/service-provider-directory/,2026-02-19 00:08:23.217191
92089018806,AUTOMATION DESIGN PTY LTD,"",Australian Private Company,Active,ABR-Search,NSW,2681,1999-11-01 00:00:00,26,true,2000-07-01 00:00:00,true,089018806,AUTOMATION DESIGN PTY LTD,"","","","",2026-02-19 00:09:01.782343
99076010583,Embedded Network Manager,"",Australian Private Company,Active,ABR-Search,VIC,3149,1999-11-01 00:00:00,26,true,2000-07-01 00:00:00,true,076010583,MARDEN ENERGY PTY LTD,"","","","",2026-02-19 00:09:25.215866
33089992647,REAL TIME & EMBEDDED SYSTEMS PTY LTD,"",Australian Private Company,Active,ABR-Search,VIC,3931,1999-11-01 00:00:00,26,true,2000-07-01 00:00:00,true,089992647,REAL TIME & EMBEDDED SYSTEMS PTY LTD,"","","","",2026-02-19 00:09:27.85282
17088259910,Benson Machines Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2144,1999-12-01 00:00:00,26,true,2000-07-01 00:00:00,true,088259910,BENSON-MFI PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:01.667769
89008171855,Dixon Industries Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,SA,5014,1999-12-15 00:00:00,26,true,2000-07-01 00:00:00,true,008171855,DIXON INDUSTRIES PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:27.641128
28050198895,KAESER Compressors Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3175,1999-12-15 00:00:00,26,true,2000-07-01 00:00:00,true,050198895,KAESER COMPRESSORS AUSTRALIA PTY. LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:05.17468
15091031677,Cop-A-MATE Products Pty Ltd,Manufacturing,Australian Private Company,Active,"AMTIL,NorthLink-MfgPartner",VIC,3061,2000-01-01 00:00:00,26,true,2000-07-01 00:00:00,true,091031677,COP-A-MATE PRODUCTS PTY LTD,"","",https://copamate.com/,https://amtil.com.au/directory/,2026-02-19 00:08:38.202073
22002072184,RAINBOW MODELLING CLAY,"",Australian Private Company,Active,ABR-Search,NSW,2120,2000-01-17 00:00:00,26,true,0001-01-01 00:00:00,false,"","","","","","",2026-02-19 00:10:06.940664
97002901135,AUTOMATION TECHNOLOGIES PTY. LTD.,"",Australian Private Company,Active,ABR-Search,NSW,2097,2000-01-20 00:00:00,26,true,2000-07-01 00:00:00,true,002901135,AUTOMATION TECHNOLOGIES PTY. LTD.,"","","","",2026-02-19 00:09:05.86723
11005434024,Fantech Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3175,2000-01-21 00:00:00,26,true,2000-07-01 00:00:00,true,005434024,FANTECH PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:36.685913
45051533398,Radius Benders Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,4122,2000-01-21 00:00:00,26,true,2000-07-01 00:00:00,true,051533398,RADIUS BENDERS PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:44.251881
61066861943,Novasys Group Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3153,2000-01-23 00:00:00,26,true,2000-07-01 00:00:00,true,066861943,NOVASYS GROUP PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:25.242089
87058229495,ECI Software Solutions,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3123,2000-01-25 00:00:00,26,true,2000-07-01 00:00:00,true,058229495,ECI SOLUTIONS PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:32.012211
96004338961,Headland Technology,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3125,2000-01-25 00:00:00,26,true,2000-07-01 00:00:00,true,004338961,HEADLAND TECHNOLOGY PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:50.519048
29006111691,Independent Software Advisors,Service Provider,Australian Private Company,Active,NorthLink-FoodSvc,VIC,3106,2000-01-25 00:00:00,26,true,2000-07-01 00:00:00,true,006111691,GEMINI DOWNS PTY. LTD.,"","",https://www.linkedin.com/in/brian-leacy-99288751/?originalSubdomain=au,https://northlink.org.au/melbournes-north-food-group/service-provider-directory/,2026-02-19 00:08:10.777141
53088212686,Value Heat Treatment,Manufacturing,Australian Private Company,Active,AMTIL,VIC,4108,2000-01-28 00:00:00,26,true,2000-07-01 00:00:00,true,088212686,HEAT TREATMENT (QLD) PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:07:07.833792
46089353524,Protube Engineering Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,SA,5067,2000-02-01 00:00:00,26,true,2000-07-01 00:00:00,true,089353524,PROTUBE ENGINEERING PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:41.765226
92091253137,FUTURE PLATFORM PTY LIMITED,"",Australian Private Company,Active,ABR-Search,NSW,2095,2000-02-01 00:00:00,26,true,2000-07-01 00:00:00,true,091253137,FUTURE PLATFORM PTY LIMITED,"","","","",2026-02-19 00:10:32.599976
80003538172,DINNA MATHEMATICAL MODELLING PTY. LIMITED,"",Australian Private Company,Active,ABR-Search,NSW,2022,2000-02-02 00:00:00,26,true,0001-01-01 00:00:00,false,"","","","","","",2026-02-19 00:10:03.021443
35001355899,Fanuc Oceania Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2148,2000-02-03 00:00:00,26,true,2000-07-01 00:00:00,true,001355899,FANUC OCEANIA PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:37.324836
97057888552,Outerspace Design Group,Manufacturing,Australian Private Company,Active,NorthLink-MfgPartner,VIC,3067,2000-02-03 00:00:00,26,true,2000-07-01 00:00:00,true,057888552,OUTER SPACE DESIGN GROUP PTY. LTD.,"","",https://outerspace.co/,https://northlink.org.au/melbournes-north-advanced-manufacturing-group/partner-directory/,2026-02-19 00:08:43.791945
74000014175,Quaker Houghton Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3189,2000-02-04 00:00:00,26,true,2000-07-01 00:00:00,true,000014175,QUAKER HOUGHTON AUSTRALIA PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:43.842412
62000020100,Harrington Industries Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2211,2000-02-13 00:00:00,26,true,2000-07-01 00:00:00,true,000020100,G.A. & L. HARRINGTON PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:49.547504
96000286957,Hare & Forbes Machineryhouse,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2152,2000-02-14 00:00:00,26,true,2000-07-01 00:00:00,true,000286957,HARE & FORBES PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:49.080231
73065365031,Food Process Engineering,Service Provider,Australian Private Company,Active,NorthLink-FoodSvc,VIC,3095,2000-02-14 00:00:00,26,true,2000-07-01 00:00:00,true,065365031,FOOD PROCESS ENGINEERING PTY. LTD.,"","",http://www.foodpro.com.au/index2.html,https://northlink.org.au/melbournes-north-food-group/service-provider-directory/,2026-02-19 00:08:05.729769
59081618055,Bottcher Australia,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2164,2000-02-16 00:00:00,26,true,2000-07-01 00:00:00,true,081618055,BOTTCHER AUSTRALIA PTY. LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:06.140685
25004607514,Delahenty Machinery Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3180,2000-02-17 00:00:00,26,true,2000-07-01 00:00:00,true,004607514,DELAHENTY MACHINERY PTY. LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:25.873367
79003244942,Machine Technology,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2217,2000-02-21 00:00:00,25,true,2000-07-01 00:00:00,true,003244942,MACHINE TECHNOLOGY PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:15.380914
17000834999,Kennametal Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,4129,2000-02-22 00:00:00,25,true,2000-07-01 00:00:00,true,000834999,KENNAMETAL AUSTRALIA PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:07.646041
65005953168,Flavour Makers,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3195,2000-02-23 00:00:00,25,true,2000-07-01 00:00:00,true,005953168,FLAVOUR MAKERS PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:39.637672
64056356677,Camco Cutting Tools International Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3043,2000-02-24 00:00:00,25,true,2000-07-01 00:00:00,true,056356677,CAMCO CUTTING TOOLS INTERNATIONAL PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:11.289396
67005573660,Barker Trailers,Manufacturing,Australian Private Company,Active,NorthLink-MfgPartner,VIC,3442,2000-02-24 00:00:00,25,true,2000-07-01 00:00:00,true,005573660,BARKER TRAILERS PTY. LTD.,"","",https://barkertrailers.com.au/,https://northlink.org.au/melbournes-north-advanced-manufacturing-group/partner-directory/,2026-02-19 00:08:35.668107
32060673396,3D Systems Asia-Pacific Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,3153,2000-02-25 00:00:00,25,true,2000-07-01 00:00:00,true,060673396,3D SYSTEMS ASIA-PACIFIC PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:04:36.243085
14006135940,Ajay Engineering Co.,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3175,2000-02-25 00:00:00,25,true,2000-07-01 00:00:00,true,006135940,KAMHIR PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:04:43.395481
79004510972,Ronson Gears Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3190,2000-02-25 00:00:00,25,true,2000-07-01 00:00:00,true,004510972,RONSON GEARS PROPRIETARY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:46.962656
94007441689,Waddell Engineering,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3190,2000-02-25 00:00:00,25,true,2000-07-01 00:00:00,true,007441689,ELITE ENGINEERING AUST PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:07:08.601985
71064692360,AUTOMATION BY DESIGN,"",Australian Private Company,Active,ABR-Search,VIC,3180,2000-02-25 00:00:00,25,true,2000-07-01 00:00:00,true,064692360,ADAM BROWN ELECTRICAL PTY. LTD.,"","","","",2026-02-19 00:09:00.918086
46003154452,PLATFORM G,"",Australian Private Company,Active,ABR-Search,NSW,2022,2000-02-25 00:00:00,25,true,2000-07-01 00:00:00,true,003154452,THE GORDON MANAGEMENT GROUP PTY LTD,"","","","",2026-02-19 00:10:20.278491
18000008211,Okuma Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3178,2000-02-26 00:00:00,25,true,2000-07-01 00:00:00,true,000008211,OKUMA AUSTRALIA PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:26.808324
66006029296,CNC Design Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3131,2000-02-29 00:00:00,25,true,2000-07-01 00:00:00,true,006029296,C.N.C. DESIGN PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:18.897582
47001145651,SEI Carbide Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2750,2000-02-29 00:00:00,25,true,2000-07-01 00:00:00,true,001145651,SEI CARBIDE AUSTRALIA PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:51.478341
83089091298,TLV Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3131,2000-02-29 00:00:00,25,true,2000-07-01 00:00:00,true,089091298,TLV PTY. LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:07:05.534935
59006590174,Amiga Engineering Pty Ltd,Manufacturing,Australian Private Company,Active,"AMTIL,NorthLink-MfgPartner",VIC,3043,2000-03-01 00:00:00,25,true,2000-07-01 00:00:00,true,006590174,AMIGA ENGINEERING PTY. LTD.,"","",https://amigaeng.com.au/,https://amtil.com.au/directory/,2026-02-19 00:08:35.418178
50004436711,Hardman Bros Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3172,2000-03-01 00:00:00,25,true,2000-07-01 00:00:00,true,004436711,HARDMAN BROS. PROPRIETARY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:48.612824
50006867607,Exquisine,Manufacturing,Australian Private Company,Active,NorthLink-FoodMfg,VIC,3071,2000-03-02 00:00:00,25,true,2000-07-01 00:00:00,true,006867607,EXQUISINE PTY. LTD.,"","",http://exquisine.com.au/,https://northlink.org.au/melbournes-north-food-group/manufacturer-directory/,2026-02-19 00:07:29.193353
20004703002,FL Smidth Abon Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,4008,2000-03-04 00:00:00,25,true,2000-07-01 00:00:00,true,004703002,FLSMIDTH ABON PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:39.437016
66004442442,Moss Products Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3175,2000-03-04 00:00:00,25,true,2000-07-01 00:00:00,true,004442442,MOSS PRODUCTS PROPRIETARY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:23.083838
39002367106,Superior Saws Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2164,2000-03-04 00:00:00,25,true,2000-07-01 00:00:00,true,002367106,SUPERIOR SAWS PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:58.38682
48007314632,ABSS,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3033,2000-03-06 00:00:00,25,true,2000-07-01 00:00:00,true,007314632,ABRASIVE BLASTING SERVICE & SUPPLIES PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:04:38.038272
12004175731,Sutton Tools,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3074,2000-03-06 00:00:00,25,true,0001-01-01 00:00:00,false,"","","","","",https://amtil.com.au/directory/,2026-02-19 00:08:45.728058
14083762387,Amada Oceania Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2153,2000-03-07 00:00:00,25,true,2000-07-01 00:00:00,true,083762387,AMADA OCEANIA PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:04:46.908045
65009205243,SIMULATION MODELLING SERVICES PTY. LTD.,"",Australian Private Company,Active,ABR-Search,NSW,2302,2000-03-07 00:00:00,25,true,0001-01-01 00:00:00,false,"","","","","","",2026-02-19 00:10:07.155479
13007020439,Camplex Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3121,2000-03-08 00:00:00,25,true,2000-07-01 00:00:00,true,007020439,CAMPLEX PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:15.942909
58003931744,Fantid Pty Ltd (Hasmot),Manufacturing,Australian Private Company,Active,AMTIL,NSW,2481,2000-03-08 00:00:00,25,true,2000-07-01 00:00:00,true,003931744,FINTIDE PTY. LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:36.953171
40005377588,SYSTOM PTY. LIMITED,"",Australian Private Company,Active,ABR-Search,VIC,3444,2000-03-08 00:00:00,25,true,2000-07-01 00:00:00,true,005377588,SYSTOM PTY. LIMITED,"","","","",2026-02-19 00:10:11.905399
74053177898,Consep Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2164,2000-03-09 00:00:00,25,true,2000-07-01 00:00:00,true,053177898,CONSEP PTY. LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:23.514849
79006171035,Infinitev,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3173,2000-03-09 00:00:00,25,true,2000-07-01 00:00:00,true,006171035,INNOVATIVE MECHATRONICS GROUP PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:59.496969
63004939860,MFB Products Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3180,2000-03-09 00:00:00,25,true,2000-07-01 00:00:00,true,004939860,M.F.B. PRODUCTS PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:21.344534
34004320361,Maton Guitars Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3128,2000-03-10 00:00:00,25,true,2000-07-01 00:00:00,true,004320361,MATON PROPRIETARY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:18.321195
14003491727,4CONTROL AUTOMATION,"",Australian Private Company,Active,ABR-Search,NSW,2333,2000-03-10 00:00:00,25,true,2019-10-01 00:00:00,true,003491727,ADDING VALUE TO BUSINESS PTY LTD,"","","","",2026-02-19 00:09:09.04767
38073980999,Colterlec,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2304,2000-03-12 00:00:00,25,true,2000-07-01 00:00:00,true,073980999,COLTERLEC PTY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:21.666191
28003337442,Seco Tools Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2148,2000-03-12 00:00:00,25,true,2000-07-01 00:00:00,true,003337442,SECO TOOLS AUSTRALIA PTY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:50.471647
58001215792,Mitsubishi Electric Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2116,2000-03-13 00:00:00,25,true,2000-07-01 00:00:00,true,001215792,MITSUBISHI ELECTRIC AUSTRALIA PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:22.020451
40003587488,Cammthane Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2527,2000-03-16 00:00:00,25,true,2000-07-01 00:00:00,true,003587488,CAMMTHANE PTY. LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:13.954691
94005178549,Baron Rubber,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3047,2000-03-17 00:00:00,25,true,2000-07-01 00:00:00,true,005178549,BARON RUBBER PROPRIETARY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:01.219825
79069417563,Emona Instruments Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,2050,2000-03-17 00:00:00,25,true,2000-07-01 00:00:00,true,069417563,EMONA INSTRUMENTS PTY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:34.463594
38000289958,Hobson Engineering Co Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2766,2000-03-20 00:00:00,25,true,2000-07-01 00:00:00,true,000289958,HOBSON ENGINEERING CO PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:51.631919
76081598772,Robotic Automation,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2761,2000-03-21 00:00:00,25,true,2000-07-01 00:00:00,true,081598772,ROBOTIC AUTOMATION PTY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:46.551512
80004239696,Parish Engineering Company Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3189,2000-03-22 00:00:00,25,true,2000-07-01 00:00:00,true,004239696,PARISH ENGINEERING COMPANY PROPRIETARY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:30.195713
52003191302,TELEMETRICS PTY LTD,"",Australian Private Company,Active,ABR-Search,NSW,2061,2000-03-22 00:00:00,25,true,2000-07-01 00:00:00,true,003191302,TELEMETRICS PTY LTD,"","","","",2026-02-19 00:08:58.836075
94001831554,AUTOMATION CONSULTANTS AUSTRALIA PTY LTD,"",Australian Private Company,Active,ABR-Search,NSW,2067,2000-03-22 00:00:00,25,true,2000-07-01 00:00:00,true,001831554,AUTOMATION CONSULTANTS AUSTRALIA PTY LTD,"","","","",2026-02-19 00:09:18.412097
13077637104,Advatek Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3153,2000-03-23 00:00:00,25,true,2000-07-01 00:00:00,true,077637104,ADVATEK PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:04:42.358185
14006988530,Jenera,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3153,2000-03-23 00:00:00,25,true,2000-07-01 00:00:00,true,006988530,JENERA PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:03.598775
47058026314,Laser 3D,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3173,2000-03-23 00:00:00,25,true,2000-07-01 00:00:00,true,058026314,LASER IMAGING PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:10.943073
47005126876,Schmalz Australia,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3153,2000-03-24 00:00:00,25,true,2000-07-01 00:00:00,true,005126876,SCHMALZ AUSTRALIA PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:49.403766
53053413817,Techni Waterjet Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3124,2000-03-24 00:00:00,25,true,2000-07-01 00:00:00,true,053413817,TECHNI WATERJET PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:07:01.522629
81066744572,IMTS Machinery,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3008,2000-03-27 00:00:00,25,true,2000-07-01 00:00:00,true,066744572,PETER TUCKER & ASSOCIATES PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:55.181873
71080736456,ASHT Pty Ltd,Education/Training,Australian Private Company,Active,RTO,SA,5000,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,080736456,ASHT PTY LTD,"","","",https://training.gov.au/organisation/details/0137,2026-02-19 00:04:22.822796
54050998493,The Suzan Johnston Organization (Aust) Pty Ltd,Education/Training,Australian Private Company,Active,RTO,VIC,3000,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,050998493,THE SUZAN JOHNSTON ORGANIZATION (AUST.) PTY. LTD.,"","","",https://training.gov.au/organisation/details/0170,2026-02-19 00:04:23.417675
48083423938,IFM Efector,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3170,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,083423938,IFM EFECTOR PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:05:52.917145
58006182798,Panelprint Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,3153,2000-03-28 00:00:00,25,true,2000-07-01 00:00:00,true,006182798,PANELPRINT PTY. LTD.,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:29.880479
67079682661,DECISION MODELLING GROUP PTY LIMITED,"",Australian Private Company,Active,ABR-Search,NSW,2132,2000-03-28 00:00:00,25,true,0001-01-01 00:00:00,false,"","","","","","",2026-02-19 00:10:05.371402
68003337611,ABB Australia Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,VIC,2170,2000-03-30 00:00:00,25,true,2000-07-01 00:00:00,true,003337611,ABB AUSTRALIA PTY LIMITED,"","","",https://amtil.com.au/directory/,2026-02-19 00:04:36.51506
83069941662,Romheld Automation Pty Ltd,Manufacturing,Australian Private Company,Active,AMTIL,NSW,2567,2000-03-31 00:00:00,25,true,2000-07-01 00:00:00,true,069941662,ROMHELD AUTOMATION PTY LTD,"","","",https://amtil.com.au/directory/,2026-02-19 00:06:46.713985
36003419789,Mobile Welding Services Pty Ltd,Education/Training,Australian Private Company,Active,RTO,NSW,2765,2000-04-01 00:00:00,25,true,2000-07-01 00:00:00,true,003419789,MOBILE WELDING SERVICES PTY LTD,"","","",https://training.gov.au/organisation/details/0485,2026-02-19 00:04:27.198694
